Id,Name,Address,City,County,State,Status,Latitude,Longitude,Beds,Trauma,Helipad
45178681,Encompass Health Hospital Of Round Rock,1400 Hester'S Crossing,Round Rock,Williamson,Texas,Open,30.483523301,-97.693435091,75,Not Available,N
46978229,Warm Springs Rehabilitation Hospital Of San Antonio,5101 Medical Drive,San Antonio,Bexar,Texas,Open,29.513908988,-98.586958152,65,Not Available,Y
52975504,Christus St. Michael Rehabilitation Hospital,2400 St Michael Drive,Texarkana,Bowie,Texas,Open,33.465030552,-94.0707252239999,50,Not Available,N
53775701,Ut Health East Texas Rehabilitation Hospital,701 Olympic Plaza Circle,Tyler,Smith,Texas,Open,32.3368877570001,-95.291955996,49,Not Available,Y
134276132,Baylor Institute For Rehabilitation At Fort Worth,6601 Harris Parkway,Fort Worth,Tarrant,Texas,Open,32.6542103360001,-97.418038376,42,Not Available,N
134375034,Baylor Institute For Rehabilitation At Frisco,2990 Legacy Drive,Frisco,Collin,Texas,Open,33.102954192,-96.8403865289999,44,Not Available,N
137577065,Encompass Health Rehabilitation Hospital Of Cypress,13031 Wortham Center Drive,Houston,Harris,Texas,Open,29.9203379570001,-95.61340961,60,Not Available,N
141077070,Encompass Health Rehabilitation Hospital The Vintage,20180 Chasewood Park Drive,Houston,Harris,Texas,Open,29.9901765500001,-95.5711086379999,60,Not Available,N
3735055,Cullman Regional Medical Center,1912 Alabama Highway 157,Cullman,Cullman,Alabama,Open,34.2013271970001,-86.805729571,145,Level Iii,Y
72178247,Warm Springs Rehabilitation Hospital Of Thousand Oaks,14747 Jones Maltsberger Road,San Antonio,Bexar,Texas,Open,29.576365556,-98.444854838,34,Not Available,N
81478751,Central Texas Rehabiliation Hospital,700 West 45Th Street,Austin,Travis,Texas,Open,30.3122704800001,-97.734793369,51,Not Available,N
1676012,Texas Health Heart & Vascular Hospital Arlington,800 W. Randol Mill Rd.,Arlington,Tarrant,Texas,Open,32.748815316,-97.1156069799999,48,Not Available,Y
5277707,Christus Southeast Texas Orthopedic Specialty Center,3650 Laurel Avenue,Beaumont,Jefferson,Texas,Open,30.083382783,-94.139808402,6,Not Available,N
29777030,Texas Orthopedic Hospital,7401 South Main Street,Houston,Harris,Texas,Open,29.7002119370001,-95.409068595,49,Not Available,N
43375093,Baylor Scott And White The Heart Hospital Plano,1100 Allied Drive,Plano,Collin,Texas,Open,33.0145994910001,-96.789394895,116,Not Available,Y
57975231,Texas Institute For Surgery At Texas Health Presbyterian Dallas,7115 Greenville Avenue,Dallas,Dallas,Texas,Open,32.87687764,-96.762261574,9,Not Available,N
79678413,The Corpus Christi Medical Center - The Heart Hospital,7002 Williams Drive,Corpus Christi,Nueces,Texas,Open,27.692734536,-97.345761648,72,Level Iv,Y
81076177,Wise Health Surgecal Hospital,3200 North Tarrant Parkway,Fort Worth,Tarrant,Texas,Open,32.896877993,-97.3129055489999,12,Not Available,Y
82578681,St Davids Surgical Hospital A Campus Of North Austin Medical Ctr,1201 W Louis Henna Blvd,Austin,Williamson,Texas,Open,30.4771409590001,-97.6904586209999,46,Not Available,N
4685711,Curahealth Hospital Of Tucson,355 North Wilmot,Tucson,Pima,Arizona,Open,32.2256468420001,-110.85851627,51,Not Available,N
66585712,Palo Verde Behavioral Health,2695 North Craycroft Road,Tucson,Pima,Arizona,Open,32.2559376840001,-110.876118778,48,Not Available,N
91535007,"Noland Hospital Shelby, Llc",1000 First Street North,Alabaster,Shelby,Alabama,Open,33.253385521,-86.812987092,52,Not Available,Y
4435631,Eliza Coffee Memorial Hospital,205 Marengo Street,Florence,Lauderdale,Alabama,Open,34.793858034,-87.682850174,358,Level Iii,Y
12954634,Gundersen St Josephs Hlth Svcs,400 Water Ave,Hillsboro,Vernon,Wisconsin,Open,43.6487260820001,-90.34520407,25,Level Iv,Y
7335976,Marshall Medical Center North,8000 Alabama Highway 69,Guntersville,Marshall,Alabama,Open,34.3649133480001,-86.421351527,90,Level Iii,Y
1035601,Decatur Morgan Hospital - Parkway Campus,"1874 Beltline Road, S.W.",Decatur,Morgan,Alabama,Open,34.5768967860001,-87.0158086599999,108,Not Available,N
5935903,Encompass Health Rehabilitation Hospital Of Gadsden,801 Goodyear Avenue,Gadsden,Etowah,Alabama,Open,34.0067412230001,-85.968488438,44,Not Available,Y
1636302,Flowers Hospital,4370 West Main Street,Dothan,Houston,Alabama,Open,31.237429987,-85.45704246,235,Level Iii,Y
4135968,Dekalb Regional Medical Center,200 Medical Center Drive,Fort Payne,Dekalb,Alabama,Open,34.4412798390001,-85.756218367,134,Level Iii,Y
10435010,Russell Hospital,3316 Highway 280,Alexander City,Tallapoosa,Alabama,Open,32.9302132720001,-85.969566148,81,Level Iii,Y
13535243,Grandview Medical Center,3690 Grandview Parkway,Birmingham,Jefferson,Alabama,Open,33.43293355,-86.717441464,372,Level Iii,Y
2896786,Wahiawa General Hospital,128 Lehua St,Wahiawa,Honolulu,Hawaii,Open,21.498901114,-158.025913732,160,Not Available,N
796706,Kahi Mohala,91-2301 Fort Weaver Rd,Ewa Beach,Honolulu,Hawaii,Open,21.373936868,-158.034026541,66,Not Available,N
5435021,"Medical West, An Affiliate Of Uab Health System",995 Ninth Avenue Southwest,Bessemer,Jefferson,Alabama,Open,33.3718483100001,-86.990748485,310,Level Iii,Y
696720,Hilo Medical Center,1190 Waianuenue Ave,Hilo,Hawaii,Hawaii,Open,19.718139702,-155.112841874,276,Not Available,Y
3251012,Cherokee Mental Health Institute,1200 West Cedar Street,Cherokee,Cherokee,Iowa,Open,42.757162851,-95.5726143109999,58,Not Available,N
1151201,Sanford Sheldon Medical Center,118 North 7Th Avenue,Sheldon,O'Brien,Iowa,Open,43.1871186160001,-95.84643707,25,Level Iv,Y
7652732,Mercy Medical Center-Clinton,1410 North 4Th Street,Clinton,Clinton,Iowa,Open,41.861501821,-90.189015528,175,Level Iv,Y
2652043,Central Community Hospital,901 Davidson Street Northwest,Elkader,Clayton,Iowa,Open,42.856670088,-91.4075728729999,25,Level Iv,N
8152301,Marengo Memorial Hospital,"300 May Street, Box 228",Marengo,Iowa,Iowa,Open,41.802126168,-92.073517108,25,Level Iv,Y
1450401,North Iowa Medical Center West Campus,910 North Eisenhower Avenue,Mason City,Cerro Gordo,Iowa,Open,43.1555603210001,-93.264376537,240,Not Available,N
12452641,Mental Health Institute,1200 East Washington Street,Mount Pleasant,Henry,Iowa,Open,40.95554287,-91.535949375,78,Not Available,N
1183254,Bear Lake Memorial Hospital,164 South Fifth Street,Montpelier,Bear Lake,Idaho,Open,42.316163073,-111.30027387,21,Not Available,Y
5383854,Northwest Specialty Hospital,1593 East Polston Avenue,Post Falls,Kootenai,Idaho,Open,47.7154556780001,-116.924388547,34,Not Available,N
12754773,Gundersen Tri County Mem Hsptl,18601 Lincoln St Po Box 65,Whitehall,Trempealeau,Wisconsin,Open,44.3643262520001,-91.318749501,25,Not Available,N
5883704,Treasure Valley Hospital,8800 West Emerald Street,Boise,Ada,Idaho,Open,43.6126192670001,-116.290926014,10,Not Available,N
106368130,Chi Health Lakeside,16901 Lakeside Hills Ct,Omaha,Douglas,Nebraska,Open,41.2377526450001,-96.180395,157,Not Available,Y
97262906,Anna Hospital Corporation - Dba Union County Hospital,517 North Main Street,Anna,Union,Illinois,Open,37.465026628,-89.2455412,47,Not Available,Y
2860402,Gottleb Co Health Services Corporation Dba Macneal Hospital,3249 South Oak Park Avenue,Berwyn,Cook,Illinois,Open,41.8319833210001,-87.792156701,371,Level Ii,N
11760634,Community First Healthcare Of Illinois Dba Medical Center,5645 W Addison,Chicago,Cook,Illinois,Open,41.945445508,-87.7678359129999,279,Not Available,N
52092103,Vibra Hospital Of San Diego,555 Washington Street,San Diego,San Diego,California,Open,32.749628069,-117.159769444,110,Not Available,N
891801,Alhambra Hospital,100 South Raymond Avenue,Alhambra,Los Angeles,California,Open,34.090215872,-118.144034807,144,Not Available,N
40094583,San Ramon Regional Medical Center,6001 Norris Canyon Road,San Ramon,Contra Costa,California,Open,37.775879489,-121.9581807,123,Not Available,N
71893436,Lompoc Valley Medical Center Comprehensive Care Center D/P S,216 North Third Street,Lompoc,Santa Barbara,California,Open,34.641330845,-120.444777122,110,Not Available,N
161170812,Bethesda Rehabilitation Hospital,8225 Summa Ave.,Baton Rouge,East Baton Rouge,Louisiana,Open,30.399226771,-91.099380368,14,Not Available,N
164170809,Sage Rehabilitation Institute,8220 Summa Avenue,Baton Rouge,East Baton Rouge,Louisiana,Open,30.400423609,-91.103817087,27,Not Available,N
160471220,Sterlington Rehabilitation Hospital,370 W. Hickory Street,Bastrop,Morehouse,Louisiana,Open,32.776376133,-91.919457817,10,Not Available,N
58490232,Exodus Recovery Phf,9808 Venice Blvd,Culver City,Los Angeles,California,Open,34.0234136560001,-118.397947171,16,Not Available,N
28070112,University Medical Center New Orleans,2021 Perdido St.,New Orleans,Orleans,Louisiana,Open,29.960185762,-90.081948944,446,Level I,Y
25792373,Loma Linda University Behavioral Medicine Center,1710 Barton Road,Redlands,San Bernardino,California,Open,34.0494388270001,-117.214083143,89,Not Available,N
42192118,Sharp Coronado Hospital And Healthcare Center,250 Prospect Place,Coronado,San Diego,California,Open,32.694142798,-117.168592207,59,Not Available,N
2894304,Va Medical Center - Palo Alto Division,3801 Miranda Ave,Palo Alto,Santa Clara,California,Open,37.4053530240001,-122.139784645,715,Not Available,N
17694112,Jewish Home,302 Silver Avenue,San Francisco,San Francisco,California,Open,37.7277742370001,-122.430891015,391,Not Available,N
20194115,Kaiser Fnd Hosp - San Francisco,2425 Geary Boulevard,San Francisco,San Francisco,California,Open,37.7822836060001,-122.443253353,247,Not Available,N
193230,Adventist Medical Center Hanford,115 Mall Drive,Hanford,Kings,California,Open,36.323633972,-119.667223471,142,Not Available,Y
13893401,French Hospital Medical Center,1911 Johnson Avenue,San Luis Obispo,San Luis Obispo,California,Open,35.2779315060001,-120.650641412,103,Not Available,N
594025,Va Medical Center - Menlo Park Division,795 Willow Rd,Menlo Park,San Mateo,California,Open,37.465292103,-122.161005159,715,Not Available,N
8593003,Community Memorial Hospital-San Buenaventura,147 N. Brent Street,Ventura,Ventura,California,Open,34.2746459910001,-119.258302632,242,Not Available,Y
32993023,Ojai Valley Community Hospital,1306 Maricopa Highway,Ojai,Ventura,California,Open,34.4429151860001,-119.264384312,25,Not Available,N
40795405,Santa Rosa Memorial Hospital-Sotoyome,151 Sotoyome Street,Santa Rosa,Sonoma,California,Open,38.4417306500001,-122.702460294,60,Not Available,N
40893463,Santa Ynez Valley Cottage Hospital,2050 Viborg Road,Solvang,Santa Barbara,California,Open,34.6020827880001,-120.126303888,11,Not Available,N
45194574,Adventist Health St. Helena Hospital,10 Woodland Rd.,St. Helena,Napa,California,Open,38.5425492860001,-122.47485724,151,Not Available,Y
994705,Alta Bates Summit Med Ctr-Alta Bates Campus,2450 Ashby Street,Berkeley,Alameda,California,Open,37.855876369,-122.257265691,347,Not Available,N
49794609,Thunder Road Chemical Dependency Recovery Hospital,390 40Th Street,Oakland,Alameda,California,Open,37.828739339,-122.259307148,50,Not Available,N
51694588,Valleycare Medical Center,5555 West Las Positas Blvd.,Pleasanton,Alameda,California,Open,37.693596465,-121.880307614,167,Not Available,Y
9795203,Dameron Hospital,525 West Acacia,Stockton,San Joaquin,California,Open,37.961673262,-121.300982961,202,Not Available,N
3196130,Banner Lassen Medical Center,1800 Spring Ridge Drive,Susanville,Lassen,California,Open,40.436883277,-120.627728476,38,Not Available,Y
7091010,City Of Hope Helford Clinical Research Hospital,1500 East Duarte Road,Duarte,Los Angeles,California,Open,34.1298015090001,-117.971137969,217,Not Available,N
14691206,Glendale Adventist Medical Center - Wilson Terrace,1509 East Wilson Terrace,Glendale,Los Angeles,California,Open,34.1503629690001,-118.23006375,515,Not Available,Y
18491706,Kaiser Permanente Baldwin Park Medical Center,1011 Baldwin Park Blvd.,Baldwin Park,Los Angeles,California,Open,34.06534422,-117.985695172,272,Not Available,N
19190012,Kaiser Fnd Hosp - Mental Health Center,765 College Street,Los Angeles,Los Angeles,California,Open,34.0668973360001,-118.243401894,68,Not Available,N
30991364,Motion Picture And Television Hospital,23388 Mulholland Drive,Woodland Hills,Los Angeles,California,Open,34.1579782520001,-118.63663587,242,Not Available,N
32290650,Norwalk Community Hospital,13222 Bloomfield Avenue,Norwalk,Los Angeles,California,Open,33.910671194,-118.064124345,50,Not Available,N
27293637,Madera Community Hospital,1250 East Almond Avenue,Madera,Madera,California,Open,36.9438121160001,-120.0446582,106,Not Available,N
11894040,El Camino Hospital,2500 Grant Road,Mountain View,Santa Clara,California,Open,37.3694588220001,-122.079995668,300,Not Available,N
21995051,Kaiser Permanente P.H.F - Santa Clara,3840 Homestead Road,Santa Clara,Santa Clara,California,Open,37.336332601,-122.002031407,24,Not Available,N
46295020,St. Louise Regional Hospital,9400 No Name Uno,Gilroy,Santa Clara,California,Open,37.036558364,-121.571371037,93,Not Available,Y
48095065,Sutter Maternity And Surgery Center Of Santa Cruz,2900 Chanticleer Avenue,Santa Cruz,Santa Cruz,California,Open,36.987699757,-121.977416617,30,Not Available,N
52495076,Watsonville Community Hospital,75 Nielson Street,Watsonville,Santa Cruz,California,Open,36.927130666,-121.792911066,106,Not Available,N
4494010,Burlingame Health Care Center D/P Snf,1100 Trousdale Drive,Burlingame,San Mateo,California,Open,37.5955287,-122.382845793,281,Not Available,N
30094010,Mills-Peninsula Medical Center,1501 Trousdale Drive,Burlingame,San Mateo,California,Open,37.592512749,-122.382323604,241,Not Available,Y
41794062,Sequoia Hospital,170 Alameda De Las Pulgas,Redwood City,San Mateo,California,Open,37.4793650190001,-122.254884344,208,Not Available,N
41894015,Seton Medical Center,1900 Sullivan Avenue,Daly City,San Mateo,California,Open,37.679885041,-122.474237571,357,Not Available,N
41994038,Seton Medical Center - Coastside,600 Marine Boulevard,Moss Beach,San Mateo,California,Open,37.526391447,-122.507276616,121,Not Available,N
32394945,Novato Community Hospital,180 Roland Way,Novato,Marin,California,Open,38.0992549150001,-122.56002452,47,Not Available,N
8693721,Community Regional Medical Center-Fresno,2823 Fresno And R Streets,Fresno,Fresno,California,Open,36.743890379,-119.785239804,685,Not Available,Y
44693720,St. Agnes Medical Center,1303 East Herndon Avenue,Fresno,Fresno,California,Open,36.8350874830001,-119.765762853,436,Not Available,Y
19694804,Kaiser Fnd Hosp - Richmond Campus,901 Nevin,Richmond,Contra Costa,California,Open,37.937184664,-122.361378438,50,Not Available,N
20994596,Kaiser Fnd Hosp - Walnut Creek,1425 South Main Street,Walnut Creek,Contra Costa,California,Open,37.891346362,-122.058839307,233,Not Available,N
21594531,Kaiser Found Hsp-Antioch,4501 Sand Creek Road,Antioch,Contra Costa,California,Open,37.950991125,-121.775138218,150,Not Available,Y
2993301,Bakersfield Memorial Hospital- 34Th Street,420 - 34Th Street,Bakersfield,Kern,California,Open,35.3913423340001,-119.006873306,426,Not Available,Y
37693555,Ridgecrest Regional Hospital,1081 North China Lake Blvd.,Ridgecrest,Kern,California,Open,35.640672023,-117.671250966,98,Not Available,Y
28795819,Mercy General Hospital,4001 J Street,Sacramento,Sacramento,California,Open,38.5700612750001,-121.452468425,419,Not Available,N
43095817,Shriners Hospitals For Children Northern Calif.,2425 Stockton Blvd,Sacramento,Sacramento,California,Open,38.55296329,-121.455330044,80,Not Available,N
45795501,St. Joseph Hospital - Eureka,2700 Dolbeer Street,Eureka,Humboldt,California,Open,40.7841218500001,-124.142236906,138,Not Available,Y
16792718,Hoag Hospital Irvine,16200 Sand Canyon Avenue,Irvine,Orange,California,Open,33.660701768,-117.772409483,84,Not Available,N
16892663,Hoag Memorial Hospital Presbyterian,One Hoag Drive,Newport Beach,Orange,California,Open,33.6244711150001,-117.929302005,443,Not Available,Y
18992618,Kaiser Fnd Hosp - Orange Co Irvine,6640 Alton Parkway,Irvine,Orange,California,Open,33.6582356330001,-117.774927793,174,Not Available,Y
45892868,St. Joseph Hospital - Orange,1100 West Stewart Drive,Orange,Orange,California,Open,33.7814698020001,-117.864222711,457,Not Available,N
7130045,Northside Hospital Gwinnett,1000 Medical Center Boulevard,Lawrenceville,Gwinnett,Georgia,Open,33.963676778,-84.0175634509999,353,Level Ii,Y
22730097,Emory Johns Creek Hospital,6325 Hospital Parkway,Johns Creek,Fulton,Georgia,Open,34.06667514,-84.176628082,110,Not Available,Y
930274,Southern Crescent Hospital For Specialty Care,11 Upper Riverdale Road Sw,Riverdale,Clayton,Georgia,Open,33.5793286960001,-84.389133799,30,Not Available,Y
4631064,Jasper Memorial Hospital,898 College Street,Monticello,Jasper,Georgia,Open,33.3141925840001,-83.686482115,17,Not Available,N
13630030,Emory Long Term Care,450 North Candler Street,Decatur,Dekalb,Georgia,Open,33.7774700000001,-84.2929169559999,76,Not Available,N
13370056,Ochsner Medical Center-West Bank,120 Oschner Blvd,Gretna,Jefferson,Louisiana,Open,29.884312607,-90.0276060419999,180,Not Available,N
20971263,West Carroll Memorial Hospital,706 Ross St,Oak Grove,West Carroll,Louisiana,Open,32.8682987380001,-91.382381986,21,Not Available,N
21571111,Wk Bossier Health Center,2400 Hospital Dr,Bossier City,Bossier,Louisiana,Open,32.5583302700001,-93.718205857,134,Not Available,N
1570525,Acadia-St. Landry Hospital,810 S Broadway St,Church Point,Acadia,Louisiana,Open,30.3955956250001,-92.211149816,25,Not Available,Y
13270461,Ochsner Medical Center-North Shore,100 Medical Center Dr,Slidell,St. Tammany,Louisiana,Open,30.287185687,-89.7426567799999,110,Not Available,Y
8370546,Jennings American Legion Hospital,1634 Elton Rd,Jennings,Jefferson Davis,Louisiana,Open,30.2394413480001,-92.662935136,60,Not Available,N
18970517,St. Martin Hospital,210 Champagne Blvd,Breaux Bridge,St. Martin,Louisiana,Open,30.282792091,-91.889858276,25,Not Available,N
21271103,Willis-Knighton Medical Center,2600 Greenwood Rd,Shreveport,Caddo,Louisiana,Open,32.48441774,-93.779917203,896,Not Available,N
2554701,Sacred Heart Hsptl,900 W Clairemont Ave,Eau Claire,Eau Claire,Wisconsin,Open,44.7944657740001,-91.510666756,344,Not Available,Y
4653533,Upland Hills Hlth,800 Compassion Way,Dodgeville,Iowa,Wisconsin,Open,42.9513239610001,-90.129462769,25,Not Available,Y
11053581,Richland Hsptl,333 E Second St,Richland Center,Richland,Wisconsin,Open,43.338702283,-90.382274339,25,Not Available,Y
13853095,St Josephs Community Hospital Of West Bend Inc,3200 Pleasant Valley Road,West Bend,Washington,Wisconsin,Open,43.355758838,-88.195096963,70,Level Iii,Y
14854984,Thedacare Medical Center Wild Rose Com Mem Hospital Inc,"601 Grove Ave, Po Box 243",Wild Rose,Waushara,Wisconsin,Open,44.183560533,-89.246059501,25,Level Iv,Y
72091763,Montclair Hospital Medical Center,5000 San Bernardino Street,Montclair,San Bernardino,California,Open,34.078757766,-117.695976573,102,Not Available,N
73491208,Usc Verdugo Hills Hospital,1812 Verdugo Boulevard,Glendale,Los Angeles,California,Open,34.2048888570001,-118.215980012,158,Not Available,Y
82830342,Childrens Healthcare Of Atlanta At Scottish Rite,1001 Johnson Ferry Rd,Atlanta,Fulton,Georgia,Open,33.9060816410001,-84.353951837,319,Level Ii Pediatric,Y
83030033,Emory Decatur Hospital,2701 N Decatur Road,Decatur,Dekalb,Georgia,Open,33.791089135,-84.2829100989999,451,Not Available,N
17953223,Rogers Memorial Hospital Brown Deer,4600 W Schroeder Drive,Brown Deer,Milwaukee,Wisconsin,Open,43.1873094050001,-87.967626196,56,Not Available,N
58893555,Ridgecrest Regional Hospital Transitional Care & Rehabilitation,1131 No. China Lake Boulevard,Ridgecrest,Kern,California,Open,35.640900451,-117.672631053,99,Not Available,Y
620010,Medstar Washington Hospital Center,110 Irving Street Nw,Washington,District of Columbia,District of Columbia,Open,38.9296519440001,-77.015648297,926,Level I,Y
1220037,George Washington University Hospital,900 23Rd Street Nw,Washington,District of Columbia,District of Columbia,Open,38.901319008,-77.050636676,339,Level I,N
12554843,Hayward Area Memorial Hospital,11040 N State Rd 77,Hayward,Sawyer,Wisconsin,Open,46.0347967970001,-91.485746875,25,Not Available,Y
35733472,Bethesda Hospital West,9655 W Boynton Beach Blvd,Boynton Beach,Palm Beach,Florida,Open,26.5297280450001,-80.199767724,401,Not Available,Y
4134601,Bayfront Health Brooksville,17240 Cortez Blvd,Brooksville,Hernando,Florida,Open,28.5388338240001,-82.443491598,120,Not Available,Y
12580129,Childrens Hospital Colorado South Campus,1811 Plaza Drive,Highlands Ranch,Douglas,Colorado,Open,39.5573325030001,-105.01001289,16,Not Available,Y
30133012,Larkin Community Hospital Palm Springs Campus,1475 W 49Th St,Hialeah,Miami-Dade,Florida,Open,25.868542426,-80.312269678,247,Not Available,N
35332209,Uf Health Jacksonville,655 W 8Th St,Jacksonville,Duval,Florida,Open,30.3485052390001,-81.664274824,603,Level I,Y
22634748,Leesburg Rehabilitation Hospital,700 N Palmetto St,Leesburg,Lake,Florida,Open,28.818101859,-81.874400217,90,Not Available,N
10202135,Franciscan Children'S Hospital & Rehab Center,30 Warren Street,Boston,Suffolk,Massachusetts,Open,42.3499728210001,-71.142631044,112,Not Available,N
92151334,Avera Holy Family Hospital,826 North 8Th Street,Estherville,Emmet,Iowa,Open,43.409986668,-94.8336579159999,25,Level Iv,Y
93052040,Mercy Medical Center-Dyersville,1111 3Rd Street Sw,Dyersville,Dubuque,Iowa,Open,42.475627138,-91.130535681,25,Level Iv,Y
93950616,Floyd County Memorial Hospital,800 11Th St,Charles City,Floyd,Iowa,Open,43.051454645,-92.683643714,25,Level Iv,Y
21532808,Aspire Health Partners Inc,1800 Mercy Dr,Orlando,Orange,Florida,Open,28.5676328920001,-81.434244883,90,Not Available,Y
6333950,Bayfront Health Punta Gorda,809 E Marion Ave,Punta Gorda,Charlotte,Florida,Open,26.9409464170001,-82.040277401,280,Not Available,Y
36533578,St Joseph'S Hospital South,6901 Simmons Loop,Riverview,Hillsborough,Florida,Open,27.787781212,-82.34510464,114,Not Available,Y
36833544,Adventhealth Wesley Chapel,2600 Bruce B Downs Blvd,Wesley Chapel,Pasco,Florida,Open,28.195624133,-82.351142607,145,Not Available,Y
41233136,University Of Miami Hospital And Clinics,1475 Nw 12Th Ave,Miami,Miami-Dade,Florida,Open,25.7882977530001,-80.215652506,40,Not Available,Y
36933543,North Tampa Behavioral Health,29910 Sr 56,Wesley Chapel,Pasco,Florida,Open,28.2003665390001,-82.3238114179999,126,Not Available,N
32533880,Winter Haven Women'S Hospital,101 Ave O Se,Winter Haven,Polk,Florida,Open,28.0089756850001,-81.7261778559999,61,Not Available,N
13652627,Fort Madison Community Hospital,5445 Avenue O,Fort Madison,Lee,Iowa,Open,40.625806771,-91.384313374,50,Level Iii,Y
7250201,Story County Hospital North,640 6Th Street,Nevada,Story,Iowa,Open,42.017098268,-93.452764762,17,Not Available,N
4850501,Trinity Regional Hospital,802 South Kenyon Road,Fort Dodge,Webster,Iowa,Open,42.492210175,-94.192179572,200,Level Iii,Y
94650126,Hansen Family Hospital,920 South Oak Street,Iowa Falls,Hardin,Iowa,Open,42.5006957530001,-93.2606865559999,35,Not Available,Y
95052205,Jones Regional Medical Center,1795 Highway 64 East,Anamosa,Jones,Iowa,Open,42.1015127470001,-91.262614849,22,Level Iv,Y
10450219,Pella Regional Health Center,404 Jefferson Street,Pella,Marion,Iowa,Open,41.4130032400001,-92.910922564,25,Level Iii,Y
17351250,Sioux Center Health,1101 9Th St Se,Sioux Center,Sioux,Iowa,Open,43.0684930370001,-96.15806865,21,Not Available,Y
1783276,Caribou Memorial Hospital And Living Center,300 South Third West,Soda Springs,Caribou,Idaho,Open,42.6514905230001,-111.614735712,25,Not Available,Y
155983647,St. Luke'S Elmore,895 North 6Th East,Mountain Home,Elmore,Idaho,Open,43.13889106,-115.693596287,25,Not Available,Y
9547303,Meridian Services Corp,2401 W University Ave,Muncie,Delaware,Indiana,Open,40.196783483,-85.414812362,16,Not Available,Y
11002138,Spaulding Hospital For Continuing Med Care Cambridge,1575 Cambridge Street,Cambridge,Middlesex,Massachusetts,Open,42.3753221040001,-71.106943456,180,Not Available,N
13501085,Western Massachusetts Hospital,91 East Mountain Rd,Westfield,Hampden,Massachusetts,Open,42.110369732,-72.700910118,100,Not Available,N
3267526,Ellinwood District Hospital,605 N Main Street,Ellinwood,Barton,Kansas,Open,38.3603282070001,-98.5806494719999,25,Not Available,Y
5766439,Horton Community Hospital,240 West 18Th Street,Horton,Brown,Kansas,Open,39.6732742200001,-95.5304938089999,25,Not Available,N
7467068,Kingman Community Hospital,750 W Ave D,Kingman,Kingman,Kansas,Open,37.6476486760001,-98.123219981,25,Level Iv,Y
6766112,Select Specialty Hospital Of Ks City,1731 North 90Th Street,Kansas City,Wyandotte,Kansas,Open,39.124313887,-94.786855643,40,Not Available,Y
6067951,Stevens County Hospital,1006 S Jackson,Hugoton,Stevens,Kansas,Open,37.1711117420001,-101.349186295,100,Not Available,N
1167042,Susan B Allen Memorial Hospital,720 W Central St,El Dorado,Butler,Kansas,Open,37.8182842100001,-96.858900297,68,Not Available,N
921287,Johns Hopkins Hospital,600 North Wolfe Street,Baltimore,Baltimore City,Maryland,Open,39.2961086980001,-76.591972219,951,"Level I, Level Pediatric",Y
771832,De Queen Medical Center,1306 West Collin Raye Drive,De Queen,Sevier,Arkansas,Open,34.0481007920001,-94.3525828419999,35,Not Available,Y
8272923,Valley Behavioral Health System,10301 Mayo Road,Barling,Sebastian,Arkansas,Open,35.3413375270001,-94.31306819,75,Not Available,N
6054221,Holy Family Memorial Inc,"2300 Western Ave, Po Box 1450",Manitowoc,Manitowoc,Wisconsin,Open,44.0946546580001,-87.676495777,167,Level Iii,Y
8172019,Rivendell Behavioral Health Services,100 Rivendell Drive,Benton,Saline,Arkansas,Open,34.613845978,-92.532931331,77,Not Available,N
3472401,St. Bernards Behavioral Health,2712 East Johnson Avenue,Jonesboro,Craighead,Arkansas,Open,35.8522148230001,-90.669789258,60,Not Available,N
3672401,St. Bernards Medical Center,225 East Jackson Avenue,Jonesboro,Craighead,Arkansas,Open,35.8364980210001,-90.702618582,378,Level Iii,Y
971635,Ashley County Medical Center,1015 Unity Road,Crossett,Ashley,Arkansas,Open,33.138454159,-91.9387990499999,33,Level Iv,Y
5272315,Great River Medical Center,1520 North Division Street,Blytheville,Mississippi,Arkansas,Open,35.9430199330001,-89.917311252,168,Level Iv,Y
5600000,National Park Medical Center,1910 Malvern Avenue,Hot Springs,Garland,Arkansas,Open,34.486105111,-93.0353852709999,166,Not Available,Y
9154568,Howard Young Med Ctr,"240 Maple St, Po Box 470",Woodruff,Oneida,Wisconsin,Open,45.8935042740001,-89.702538519,99,Not Available,Y
4071822,Little River Memorial Hospital,451 West Locke Street,Ashdown,Little River,Arkansas,Open,33.6692528180001,-94.1348520239999,25,Not Available,N
150654154,Hshs St Clare Memorial Hospital,855 S Main St,Oconto Falls,Oconto,Wisconsin,Open,44.865334546,-88.1276934429999,25,Level Iii,N
13772903,Mercy Orthopedic Hospital Fort Smith,3601 South 79Th Street,Fort Smith,Sebastian,Arkansas,Open,35.347456976,-94.343453215,24,Not Available,N
6285741,Northwest Med Center,6200 N Lacholla Blvd,Tucson,Pima,Arizona,Open,32.3200039990001,-111.010122721,295,Not Available,Y
3042701,Hardin Memorial Hospital,913 N Dixie Avenue,Elizabethtown,Hardin,Kentucky,Open,37.7099441,-85.876296328,285,Not Available,Y
3541017,Encompass Health Rehabilitation Hospital Of Northern Kentucky,201 Medical Village Drive,Edgewood,Kenton,Kentucky,Open,39.0126122660001,-84.5666151949999,51,Not Available,N
7242347,Ohio County Hospital,1211 Old Main St.,Hartford,Ohio,Kentucky,Open,37.448466985,-86.8964476849999,25,Not Available,N
